Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuite1,,,2018-11-23 10:53:59,2018-11-23 10:54:00,0.976s,ERROR
,,,,,,
Test Cases/New Test Case,,,2018-11-23 10:53:59,2018-11-23 10:54:00,0.377s,ERROR
